,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,meanSeedTime,meanDivsTime,varSeedTime,varDivsTime,medianAge,gender,distance,stroke,points,seedSpeed,divsSpeed,numRelays,numEvents,lifetimeNumRelays,lifetimeNumEvents
2959,1001,,,663,17,55,42,40.66,,,False,2017,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2297097884899164,,0,1,0,3
2960,1002,,,664,17,42,42,37.87,,,False,2017,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.320306311064167,,0,1,0,1
2961,1003,,,665,17,43,42,52.06,,,False,2017,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.9604302727621974,,0,1,0,1
2962,1742,1.0,,498,17,52,42,27.43,26.6,,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.822821728034998,1.8796992481203008,2,2,3,4
2963,1743,2.0,1.0,832,17,35,42,28.28,27.87,28.05,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,20,1.768033946251768,1.794043774668102,2,2,2,2
2964,1744,3.0,2.0,834,17,35,42,29.94,27.88,28.18,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,18,1.67000668002672,1.793400286944046,2,2,2,2
2965,1745,4.0,4.0,859,17,46,42,31.22,28.84,28.72,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,14,1.6015374759769379,1.7337031900138697,2,2,2,2
2966,1746,5.0,3.0,836,17,52,42,28.88,28.96,28.58,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,16,1.7313019390581719,1.7265193370165746,2,2,2,2
2967,1747,6.0,6.0,860,17,42,42,32.15,29.13,29.27,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,11,1.5552099533437014,1.7164435290078957,2,2,2,2
2968,1748,7.0,5.0,909,18,3,42,28.56,29.18,29.13,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,12,1.7507002801120448,1.7135023989033584,2,2,2,2
2969,1749,8.0,7.0,910,17,42,42,29.5,29.87,30.19,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,10,1.694915254237288,1.6739203213927016,2,2,2,2
2970,1750,9.0,8.0,725,17,5,42,31.69,30.17,30.26,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,9,1.577784790154623,1.6572754391779914,2,2,2,2
2971,1751,10.0,9.0,542,17,49,42,30.44,30.35,30.8,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,8,1.6425755584756898,1.6474464579901154,2,2,4,4
2972,1752,11.0,10.0,911,17,52,42,30.16,30.69,30.82,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,7,1.6578249336870026,1.6291951775822744,2,2,2,2
2973,1753,12.0,13.0,879,17,49,42,33.34,30.88,32.38,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,4,1.4997000599880022,1.6191709844559585,1,2,1,2
2974,1754,13.0,12.0,912,17,43,42,32.0,31.35,31.83,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,5,1.5625,1.594896331738437,0,1,0,1
2975,1755,14.0,11.0,838,17,43,42,32.0,31.4,31.82,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,6,1.5625,1.5923566878980893,0,2,0,2
2976,1756,15.0,,862,17,46,42,33.9,33.35,,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.4749262536873158,1.4992503748125936,0,2,0,2
2977,1757,16.0,14.0,913,17,3,42,34.9,34.92,34.24,True,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,3,1.4326647564469914,1.43184421534937,1,2,1,2
2978,1758,17.0,16.0,861,17,52,42,34.47,35.72,36.19,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,1,1.450536698578474,1.3997760358342666,2,2,2,2
2979,1759,18.0,15.0,914,17,48,42,35.51,36.2,36.01,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,2,1.4080540692762602,1.3812154696132595,1,2,1,2
2980,1760,19.0,,790,17,3,42,40.1,36.33,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2468827930174564,1.3762730525736306,0,2,0,2
2981,1761,20.0,,867,17,48,42,43.25,36.64,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1560693641618498,1.3646288209606987,1,2,1,2
2982,1762,21.0,,868,17,33,42,39.72,37.07,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2588116817724069,1.348799568384138,2,2,2,2
2983,1763,22.0,,915,17,3,42,38.14,37.87,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3109596224436286,1.320306311064167,1,2,1,2
2984,1764,23.0,,916,17,34,42,40.0,38.22,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.25,1.3082155939298796,0,2,0,2
2985,1765,24.0,,787,17,48,42,40.85,39.34,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2239902080783354,1.2709710218607015,1,2,1,2
2986,1766,25.0,,869,17,3,42,45.44,44.6,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1003521126760565,1.1210762331838564,0,2,0,2
2987,1767,26.0,,791,17,44,42,46.77,46.17,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.0690613641223006,1.0829542993285683,0,2,0,2
2988,1768,27.0,,870,17,5,42,45.81,47.12,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.091464745688714,1.0611205432937183,2,2,2,2
2989,1769,28.0,,793,17,44,42,59.44,56.37,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.8411843876177658,0.8869966294128083,0,2,0,2
2990,1770,,,794,17,48,42,82.26,,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.6078288353999514,,0,2,0,2
2991,1771,,,871,17,16,42,38.56,,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.296680497925311,,2,2,2,2
2992,1772,,,864,17,3,42,31.09,,,False,2016,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.608234158893535,,0,2,0,2
2993,3581,1.0,1.0,333,17,5,42,27.22,26.88,25.82,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,20,1.8368846436443793,1.8601190476190477,2,2,6,6
2994,3582,2.0,3.0,408,17,3,42,28.35,27.03,27.12,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,16,1.763668430335097,1.8497965223825379,2,2,6,6
2995,3583,3.0,4.0,479,17,5,42,27.69,27.66,27.52,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,14,1.8057060310581436,1.8076644974692697,2,2,5,6
2996,3584,4.0,2.0,521,17,3,42,26.85,27.98,26.67,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,18,1.8621973929236497,1.7869907076483202,1,2,4,6
2997,3585,5.0,5.0,843,17,45,42,28.47,28.2,27.6,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,12,1.7562346329469618,1.773049645390071,1,2,1,4
2998,3586,6.0,6.0,210,17,3,42,28.93,28.92,28.16,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,11,1.7283097131005876,1.7289073305670815,2,2,3,4
2999,3587,7.0,11.0,1497,17,43,42,32.13,29.25,30.48,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,6,1.556178026766262,1.7094017094017093,1,2,1,2
3000,3588,8.0,7.0,734,17,3,42,29.91,30.04,29.68,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,10,1.6716817118020728,1.6644474034620507,2,2,2,4
3001,3589,9.0,8.0,824,17,38,42,33.31,30.26,29.99,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,9,1.5010507355148603,1.6523463317911433,0,2,0,4
3002,3590,10.0,,1498,17,52,42,33.28,30.31,,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.502403846153846,1.6496205872649292,0,2,0,2
3003,3591,11.0,9.0,485,17,5,42,31.1,30.63,30.0,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,8,1.607717041800643,1.6323865491348353,2,2,6,6
3004,3592,12.0,12.0,481,17,48,42,28.68,30.74,30.51,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,5,1.7433751743375174,1.6265452179570592,1,2,2,6
3005,3593,13.0,10.0,214,17,16,42,32.13,30.76,30.46,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,7,1.556178026766262,1.625487646293888,2,2,6,6
3006,3594,14.0,16.0,489,17,52,42,34.25,31.74,31.56,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,1,1.4598540145985401,1.575299306868305,1,2,2,6
3007,3595,15.0,13.0,746,17,3,42,34.43,31.76,30.93,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,4,1.4522218995062446,1.5743073047858942,0,2,0,4
3008,3596,16.0,14.0,1437,17,56,42,34.47,31.83,31.46,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,3,1.450536698578474,1.5708451146716935,0,2,0,2
3009,3597,17.0,18.0,641,17,3,42,33.59,31.95,31.9,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.4885382554331645,1.5649452269170578,0,2,0,4
3010,3598,18.0,17.0,642,17,43,42,34.78,32.41,31.66,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.437607820586544,1.5427337241592103,1,2,1,3
3011,3599,19.0,19.0,653,17,52,42,36.78,32.66,31.98,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3594344752582925,1.5309246785058177,0,2,1,3
3012,3600,20.0,20.0,634,17,42,42,34.96,32.82,32.33,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.4302059496567505,1.5234613040828764,2,2,5,6
3013,3601,21.0,15.0,549,17,16,42,32.55,32.99,31.49,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,2,1.5360983102918588,1.5156107911488328,2,2,4,4
3014,3602,22.0,24.0,228,17,26,42,37.37,33.1,34.32,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.337971635001338,1.510574018126888,2,2,5,6
3015,3603,23.0,21.0,548,17,33,42,32.84,33.11,33.37,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.522533495736906,1.5101177891875566,2,2,6,6
3016,3604,24.0,23.0,342,17,3,42,36.51,33.34,34.26,True,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3694878115584772,1.4997000599880022,0,2,0,6
3017,3605,25.0,,844,17,3,42,39.5,33.49,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2658227848101267,1.492982979994028,0,2,0,4
3018,3606,26.0,,727,17,48,42,32.84,33.7,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.522533495736906,1.4836795252225519,2,2,3,4
3019,3607,27.0,22.0,1500,17,50,42,36.53,34.13,33.73,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.368738023542294,1.4649868151186638,0,2,0,2
3020,3608,28.0,,487,17,33,42,36.16,34.16,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3827433628318586,1.4637002341920375,2,2,6,6
3021,3609,29.0,,638,17,52,42,40.68,34.5,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2291052114060963,1.4492753623188406,0,1,0,2
3022,3610,30.0,,889,17,48,42,31.87,34.82,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.5688735487919674,1.4359563469270533,1,2,2,4
3023,3611,31.0,,639,17,48,42,34.6,35.02,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.445086705202312,1.427755568246716,1,2,2,6
3024,3612,32.0,,637,17,38,42,36.58,35.05,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.366867140513942,1.4265335235378032,0,2,0,3
3025,3613,33.0,,644,17,16,42,36.66,35.27,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.363884342607747,1.4176353841791889,2,1,5,4
3026,3614,34.0,,343,17,5,42,33.06,35.4,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.512401693889897,1.4124293785310735,2,2,4,6
3027,3615,35.0,,1504,17,49,42,38.3,35.42,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3054830287206267,1.411631846414455,1,2,1,2
3028,3616,36.0,,1376,17,43,42,39.35,35.44,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2706480304955527,1.4108352144469527,0,2,0,2
3029,3617,37.0,,490,17,43,42,35.43,35.64,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.4112334180073385,1.4029180695847363,1,2,1,5
3030,3618,38.0,,1581,17,27,42,35.39,35.71,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.4128284826222097,1.4001680201624194,1,1,1,1
3031,3619,39.0,,36,17,52,42,44.97,36.17,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1118523460084502,1.3823610727121924,0,2,0,4
3032,3620,40.0,,745,17,5,42,34.87,36.18,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.4338973329509608,1.3819789939192924,2,2,4,4
3033,3621,40.0,,505,17,43,42,37.88,36.18,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3199577613516367,1.3819789939192924,0,1,0,4
3034,3622,42.0,,224,17,43,42,37.63,36.31,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.3287270794578792,1.3770311209033324,0,2,0,4
3035,3623,43.0,,231,17,52,42,40.01,37.37,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2496875781054737,1.337971635001338,0,2,0,4
3036,3624,44.0,,339,17,16,42,41.06,38.41,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2177301509985388,1.3017443374121325,2,2,5,6
3037,3625,45.0,,1582,17,52,42,43.31,39.96,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.154467790348649,1.2512512512512513,1,1,1,1
3038,3626,46.0,,1505,17,52,42,43.09,40.23,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1603620329542816,1.2428535918468806,0,2,0,2
3039,3627,47.0,,226,17,3,42,41.81,40.37,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1958861516383639,1.238543472875898,0,2,0,4
3040,3628,48.0,,1583,17,52,42,45.18,40.39,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1066843736166445,1.2379301807378065,0,2,0,2
3041,3629,49.0,,234,17,27,42,40.76,40.48,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2266928361138372,1.2351778656126484,1,2,1,4
3042,3630,50.0,,645,17,27,42,41.18,41.14,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2141816415735793,1.215362177929023,0,2,0,4
3043,3631,51.0,,1584,17,52,42,41.6,41.16,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.2019230769230769,1.2147716229348884,0,1,0,1
3044,3632,52.0,,1585,17,43,42,43.06,41.69,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.161170459823502,1.199328376109379,0,1,0,1
3045,3633,53.0,,649,17,43,42,44.22,44.03,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.1307100859339665,1.1355893708834885,0,2,0,3
3046,3634,54.0,,235,17,27,42,45.53,45.22,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.0981770261366133,1.105705440070765,1,2,1,4
3047,3635,55.0,,1506,17,34,42,55.22,47.13,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.9054690329590728,1.0608953957139826,0,2,0,2
3048,3636,56.0,,1372,17,3,42,57.89,51.29,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.8637070305752289,0.9748488984207448,0,2,0,2
3049,3637,57.0,,662,17,43,42,58.28,59.8,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.8579272477693891,0.8361204013377926,0,2,0,4
3050,3638,,,233,17,33,42,55.12,,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.90711175616836,,1,2,2,4
3051,3639,,,1507,17,3,42,56.12,,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,0.8909479686386316,,0,2,0,2
3052,3640,,,1375,17,3,42,39.31,,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.271940981938438,,0,2,0,2
3053,3641,,,1586,17,27,42,41.34,,,False,2018,37.20191176470591,34.992698412698395,74.64178891067539,43.97459746031749,17.0,Boys,50,Freestyle,0,1.209482341557813,,0,1,0,1
3054,1004,1.0,1.0,38,15,3,43,65.0,69.9,69.47,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,20,1.5384615384615385,1.4306151645207439,2,2,4,4
3055,1005,2.0,2.0,666,15,49,43,77.57,75.64,73.23,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,18,1.2891581797086504,1.3220518244315178,2,2,4,4
3056,1006,3.0,3.0,552,15,42,43,78.4,78.3,76.77,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,16,1.2755102040816326,1.277139208173691,2,2,4,4
3057,1007,4.0,4.0,364,15,3,43,72.2,78.93,77.4,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,14,1.3850415512465373,1.2669453946534903,2,2,3,4
3058,1008,5.0,6.0,553,15,45,43,92.87,89.46000000000001,90.53,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,11,1.076773985140519,1.1178180192264697,0,2,1,4
3059,1009,6.0,5.0,422,15,46,43,87.9,91.35,87.4,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,12,1.1376564277588168,1.0946907498631637,2,2,4,4
3060,1010,7.0,7.0,47,15,18,43,95.59,94.74000000000001,94.15,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,10,1.046134532900931,1.0555203715431707,2,2,2,2
3061,1011,8.0,8.0,285,15,39,43,110.88,106.03999999999999,106.95,True,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,9,0.9018759018759019,0.9430403621274991,2,2,2,2
3062,1012,9.0,,424,15,5,43,107.06,107.3,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.9340556697179152,0.9319664492078286,2,2,4,4
3063,1013,10.0,,667,15,49,43,129.25,109.47999999999999,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.7736943907156673,0.9134088417975886,0,1,0,1
3064,1014,11.0,,54,15,49,43,112.78999999999999,111.71000000000001,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.8866034222892101,0.8951750067138124,1,2,3,4
3065,1015,12.0,,567,15,39,43,124.33,125.54,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.8043111075363951,0.7965588657001752,2,2,2,2
3066,1016,13.0,,76,15,5,43,153.56,129.19,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.6512112529304507,0.7740537193281214,1,2,3,4
3067,1017,14.0,,69,15,5,43,160.94,133.52,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.6213495712687959,0.7489514679448771,1,2,1,4
3068,1018,15.0,,574,15,55,43,145.84,134.6,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.6856829402084476,0.7429420505200595,0,2,0,2
3069,1019,16.0,,77,15,10,43,140.79,142.46,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.710277718587968,0.7019514249613926,0,2,1,4
3070,1020,,,62,15,49,43,113.84,,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.8784258608573436,,0,2,0,2
3071,1021,,,289,15,33,43,101.61,,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.9841551028442083,,0,2,0,2
3072,1022,,,60,15,34,43,116.91,,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.8553588230262595,,0,2,0,4
3073,1023,,,91,15,33,43,114.0,,,False,2017,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.8771929824561403,,0,2,0,4
3074,2458,1.0,1.0,970,15,16,43,74.03,73.69,73.35,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,20,1.3508037282182899,1.3570362328674177,2,2,2,2
3075,2459,2.0,3.0,669,15,34,43,84.0,78.51,75.88,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,16,1.1904761904761905,1.2737230925996688,2,2,2,6
3076,2460,3.0,2.0,139,15,3,43,82.66,82.47,74.34,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,18,1.2097749818533754,1.2125621438098704,2,2,3,4
3077,2461,4.0,4.0,6,14,5,43,91.44,90.23,89.57,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,14,1.0936132983377078,1.108278842956888,1,2,5,6
3078,2462,5.0,,102,15,45,43,102.53,95.05,,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.9753242953281966,1.0520778537611783,0,2,1,4
3079,2463,6.0,5.0,514,15,3,43,83.0,97.13,94.41,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,12,1.2048192771084338,1.0295480284155256,2,2,4,6
3080,2464,7.0,7.0,976,15,26,43,95.72,97.69,96.25,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,10,1.0447137484329294,1.0236462278636504,2,2,2,2
3081,2465,8.0,8.0,104,15,38,43,100.93,98.64,98.74000000000001,True,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,9,0.9907856930545922,1.013787510137875,1,2,1,5
3082,2466,9.0,6.0,1115,14,39,43,109.0,102.4,95.7,False,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,11,0.9174311926605505,0.9765625,2,2,2,2
3083,2467,10.0,,105,14,5,43,114.97,104.75999999999999,,False,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.8697921196833956,0.9545628102329135,2,2,5,6
3084,2468,11.0,,515,14,39,43,105.0,105.06,,False,2016,114.2840579710145,109.49689655172415,601.5235038789427,460.2550568663035,15.0,Girls,100,Backstroke,0,0.9523809523809523,0.9518370454978108,2,2,3,4
